"Marital.status","Application.mode","Application.order","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Unemployment.rate","Inflation.rate","GDP","Target"
"single","traditional","1","1","secondary",144,"bachelors or higher","secondary","group1","group3",137.7,"0","0","0","0","0","0",23,"0",10.8,1.4,1.74,"1"
"single","traditional","1","1","secondary",107,"less than secondary","less than secondary","group7","group7",103.5,"1","0","0","1","0","0",20,"0",16.2,0.3,-0.92,"0"
"single","traditional","1","1","secondary",133,"less than secondary","less than secondary","group5","group5",123.2,"0","0","0","1","0","0",18,"0",16.2,0.3,-0.92,"0"
"single","traditional","2","1","secondary",126,"secondary","less than secondary","group2","group10",126,"1","0","0","1","0","0",19,"0",7.6,2.6,0.32,"0"
"single","non-traditional","1","1","secondary",133.1,"secondary","less than secondary","group3","group7",121.7,"0","0","0","1","0","1",27,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",147,"less than secondary","less than secondary","group9","group6",142.8,"1","0","1","0","0","1",19,"0",11.1,0.6,2.02,"0"
"single","non-traditional","1","1","secondary",120,"secondary","less than secondary","group9","group9",120,"1","0","0","1","0","0",21,"0",15.5,2.8,-4.06,"1"
"single","traditional","1","1","secondary",130,"less than secondary","less than secondary","group7","group8",119.3,"1","0","0","1","0","1",19,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","secondary",120,"less than secondary","less than secondary","group6","group9",121,"0","0","0","1","0","1",21,"0",13.9,-0.3,0.79,"0"
"single","traditional","5","1","secondary",138,"less than secondary","less than secondary","group9","group9",139.4,"1","0","0","1","0","0",18,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",124,"less than secondary","less than secondary","group7","group7",113.9,"1","0","0","1","0","1",20,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",133,"less than secondary","less than secondary","group9","group7",124.6,"1","0","0","1","0","1",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",122,"secondary","secondary","group4","group8",123.8,"1","0","1","0","0","1",18,"0",12.7,3.7,-1.7,"1"
"single","traditional","3","1","secondary",138,"secondary","bachelors or higher","group4","group4",126.3,"1","0","0","1","0","0",18,"0",8.9,1.4,3.51,"0"
"single","traditional","4","1","secondary",134,"secondary","secondary","group3","group3",120.4,"1","0","0","1","0","1",18,"0",16.2,0.3,-0.92,"0"
"single","traditional","3","1","secondary",128,"secondary","secondary","group7","group7",120.5,"1","0","0","1","0","1",19,"0",12.4,0.5,1.79,"0"
"single","non-traditional","1","1","specialized",140,"less than secondary","less than secondary","group8","group9",144.9,"1","0","1","0","0","0",23,"0",8.9,1.4,3.51,"0"
"single","non-traditional","1","1","less than secondary",133.1,"less than secondary","less than secondary","group4","group9",139.9,"1","0","0","1","0","1",24,"0",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",142,"secondary","secondary","group3","group3",133.3,"1","0","0","1","0","0",19,"0",10.8,1.4,1.74,"0"
"single","traditional","3","1","secondary",141,"less than secondary","less than secondary","group9","group9",126,"1","0","0","1","0","0",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","2","1","secondary",145,"secondary","less than secondary","group4","group3",133.5,"0","0","0","1","0","0",19,"0",12.7,3.7,-1.7,"0"
"single","traditional","2","1","secondary",145,"less than secondary","less than secondary","group4","group9",127.9,"1","0","0","1","0","0",19,"0",10.8,1.4,1.74,"1"
"single","traditional","1","1","secondary",108,"secondary","less than secondary","group5","group8",105.9,"0","0","0","1","0","1",20,"0",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",132,"secondary","less than secondary","group4","group5",124.3,"0","0","0","1","0","0",20,"0",13.9,-0.3,0.79,"0"
"single","non-traditional","1","1","secondary",140,"unknown","less than secondary","student","student",102.5,"0","0","0","1","0","0",26,"0",7.6,2.6,0.32,"1"
"single","non-traditional","1","1","less than secondary",133.1,"less than secondary","secondary","group9","group5",97,"0","0","1","0","1","0",36,"0",15.5,2.8,-4.06,"1"
"single","traditional","1","1","secondary",128,"secondary","secondary","group4","group10",134.7,"0","0","0","0","1","0",19,"0",10.8,1.4,1.74,"1"
"single","non-traditional","1","1","secondary",120,"less than secondary","less than secondary","group9","group9",113.8,"0","0","0","0","1","0",27,"0",15.5,2.8,-4.06,"1"
"single","traditional","4","1","secondary",120,"bachelors or higher","secondary","group2","group5",116.9,"0","0","0","1","1","0",18,"0",8.9,1.4,3.51,"1"
"single","traditional","4","1","secondary",139,"less than secondary","less than secondary","group9","group9",124,"1","0","0","1","1","1",18,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","secondary",139.3,"less than secondary","less than secondary","group5","group5",117.5,"0","0","0","1","1","0",28,"0",12.4,0.5,1.79,"1"
"single","non-traditional","1","1","specialized",150,"less than secondary","secondary","group9","group9",154.8,"1","0","0","1","1","0",21,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",138,"less than secondary","less than secondary","group4","group9",141,"0","0","0","1","1","0",19,"0",7.6,2.6,0.32,"0"
"single","non-traditional","1","1","secondary",136,"secondary","less than secondary","group3","group5",133.6,"1","0","0","1","1","0",20,"0",11.1,0.6,2.02,"1"
"single","traditional","6","1","secondary",134,"less than secondary","less than secondary","group9","group9",122,"1","0","0","1","1","0",19,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",140,"less than secondary","less than secondary","group7","group3",120,"1","0","0","1","1","0",21,"0",12.7,3.7,-1.7,"1"
"single","non-traditional","1","1","specialized",110,"secondary","less than secondary","group9","group9",114.2,"0","0","0","1","1","1",23,"0",8.9,1.4,3.51,"0"
"single","non-traditional","1","0","less than secondary",133.1,"less than secondary","less than secondary","group4","group8",95.5,"0","0","0","1","1","0",29,"0",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",129,"secondary","secondary","group9","group9",120,"0","0","0","1","1","0",20,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",116,"secondary","less than secondary","group5","group9",111.1,"0","0","0","1","1","0",18,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",130,"secondary","less than secondary","group3","group5",128.6,"1","0","0","1","1","0",19,"0",9.4,-0.8,-3.12,"0"
"single","non-traditional","1","1","bachelors or higher",130,"secondary","less than secondary","group4","group8",130,"0","0","0","0","1","0",23,"0",10.8,1.4,1.74,"1"
"single","traditional","1","1","secondary",116,"less than secondary","secondary","group5","group1",111.1,"0","0","0","1","1","0",21,"0",13.9,-0.3,0.79,"1"
"single","traditional","1","1","secondary",136,"secondary","secondary","group9","group3",122.7,"1","0","0","1","1","0",18,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",147,"less than secondary","less than secondary","group7","group7",134.4,"1","0","0","1","1","1",18,"0",10.8,1.4,1.74,"0"
"single","traditional","5","1","secondary",117,"less than secondary","less than secondary","group5","group5",131,"1","0","1","0","1","0",21,"0",9.4,-0.8,-3.12,"1"
"single","non-traditional","1","1","secondary",141,"secondary","secondary","group5","group9",125,"0","0","0","1","1","0",22,"0",11.1,0.6,2.02,"1"
"single","traditional","1","1","secondary",133.1,"bachelors or higher","less than secondary","group2","group8",106,"1","0","0","1","1","0",21,"0",8.9,1.4,3.51,"0"
"single","non-traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group9","group9",128,"1","0","0","0","1","0",32,"0",16.2,0.3,-0.92,"1"
"single","non-traditional","1","1","bachelors or higher",120,"secondary","less than secondary","group4","group1",120,"1","0","0","1","1","0",27,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",148,"less than secondary","less than secondary","group9","group8",134.8,"1","0","0","1","1","0",18,"0",7.6,2.6,0.32,"0"
"single","non-traditional","1","1","secondary",130,"secondary","secondary","group5","group3",112,"1","0","0","1","1","1",24,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",120,"less than secondary","less than secondary","group1","group9",116.1,"1","0","0","1","1","0",22,"0",12.7,3.7,-1.7,"1"
"single","non-traditional","1","1","secondary",120,"bachelors or higher","bachelors or higher","group3","group2",120,"1","0","0","0","1","0",22,"0",10.8,1.4,1.74,"1"
"single","traditional","3","1","secondary",133,"less than secondary","less than secondary","group9","group5",119.7,"1","0","0","1","1","0",19,"0",13.9,-0.3,0.79,"0"
"single","traditional","6","1","secondary",129,"less than secondary","less than secondary","group4","other situation",117.1,"1","0","0","1","1","0",19,"0",7.6,2.6,0.32,"1"
"single","traditional","2","1","secondary",118,"secondary","less than secondary","group3","group3",112.4,"1","0","0","1","1","0",21,"0",10.8,1.4,1.74,"0"
"single","traditional","2","1","secondary",140,"secondary","secondary","group2","group7",131,"1","0","0","1","0","1",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","2","1","secondary",127,"bachelors or higher","less than secondary","group3","group10",130.9,"1","0","0","1","0","0",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",131,"less than secondary","less than secondary","group9","group9",134.9,"1","0","1","1","0","0",20,"0",16.2,0.3,-0.92,"1"
"single","traditional","1","1","secondary",132,"secondary","less than secondary","group4","group9",127.1,"1","0","0","1","0","0",19,"0",13.9,-0.3,0.79,"0"
"single","traditional","5","1","secondary",113,"less than secondary","less than secondary","group9","group7",110.2,"1","0","1","1","0","0",19,"0",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",115,"less than secondary","secondary","group9","group3",108.7,"1","0","0","1","0","1",18,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",133.1,"secondary","secondary","group3","group9",138,"1","0","0","1","0","0",20,"0",16.2,0.3,-0.92,"0"
"single","non-traditional","1","1","specialized",150,"less than secondary","less than secondary","group3","group9",147.7,"0","0","1","1","0","1",22,"0",12.4,0.5,1.79,"0"
"married","non-traditional","1","1","less than secondary",133.1,"less than secondary","less than secondary","group9","group9",123,"0","0","0","1","0","0",31,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",141,"less than secondary","less than secondary","group9","group8",142.8,"0","0","0","1","0","1",19,"0",16.2,0.3,-0.92,"0"
"single","traditional","2","1","secondary",140,"secondary","bachelors or higher","group3","group3",138.3,"1","0","0","1","0","0",18,"0",12.4,0.5,1.79,"0"
"single","traditional","2","1","secondary",136,"less than secondary","less than secondary","group9","group7",125.2,"1","0","0","1","0","1",18,"0",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",140,"less than secondary","secondary","group1","other situation",141.8,"0","0","0","1","0","0",21,"0",7.6,2.6,0.32,"0"
"single","traditional","5","1","secondary",143,"less than secondary","secondary","group9","group7",130.6,"1","0","0","1","0","1",18,"0",13.9,-0.3,0.79,"0"
"single","non-traditional","1","1","specialized",130,"bachelors or higher","less than secondary","group2","group8",130,"0","0","1","0","1","0",25,"1",15.5,2.8,-4.06,"1"
"single","non-traditional","1","1","secondary",133.1,"secondary","bachelors or higher","group5","group8",100,"0","0","1","1","1","0",21,"1",11.1,0.6,2.02,"1"
"single","traditional","2","1","secondary",129,"less than secondary","less than secondary","group5","group5",119,"1","0","0","1","0","1",19,"0",10.8,1.4,1.74,"0"
"single","traditional","2","1","secondary",132,"less than secondary","secondary","group9","group9",124.3,"1","0","0","1","0","0",19,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",118,"less than secondary","unknown","group5","student",122.2,"1","0","0","1","0","0",22,"0",7.6,2.6,0.32,"1"
"single","non-traditional","1","1","secondary",150,"less than secondary","secondary","group9","group1",150,"0","0","0","1","1","0",19,"0",12.4,0.5,1.79,"0"
"single","non-traditional","1","0","less than secondary",133.1,"less than secondary","less than secondary","group9","group5",135.5,"0","0","0","1","0","0",58,"0",11.1,0.6,2.02,"1"
"single","traditional","2","1","secondary",122,"less than secondary","less than secondary","group9","group7",127.3,"1","0","0","1","0","1",19,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","secondary",127,"less than secondary","less than secondary","group9","group9",127,"1","0","0","1","1","0",23,"1",9.4,-0.8,-3.12,"0"
"single","traditional","2","1","secondary",122,"less than secondary","less than secondary","group9","group9",126.9,"1","0","0","1","0","1",19,"0",9.4,-0.8,-3.12,"0"
"single","traditional","3","1","secondary",131,"less than secondary","secondary","group4","group7",127.5,"1","0","0","1","0","0",18,"0",13.9,-0.3,0.79,"0"
"single","traditional","2","1","secondary",130,"less than secondary","less than secondary","other situation","other situation",122,"0","0","0","1","0","0",20,"0",7.6,2.6,0.32,"0"
"single","traditional","5","1","secondary",130,"less than secondary","less than secondary","other situation","group7",115.8,"0","0","0","0","0","0",18,"0",12.7,3.7,-1.7,"1"
"single","traditional","1","1","secondary",130,"bachelors or higher","less than secondary","group5","group5",121.6,"0","0","0","1","0","0",18,"0",8.9,1.4,3.51,"0"
"single","traditional","4","1","secondary",122,"less than secondary","less than secondary","group5","group7",116.4,"1","0","1","1","0","1",18,"0",11.1,0.6,2.02,"0"
"single","non-traditional","1","1","secondary",114,"less than secondary","less than secondary","group9","group10",120,"0","0","0","1","0","0",24,"0",11.1,0.6,2.02,"1"
"single","traditional","4","1","secondary",143,"less than secondary","less than secondary","group9","group5",127.3,"1","0","0","1","0","0",18,"0",10.8,1.4,1.74,"1"
"single","traditional","3","1","secondary",127,"secondary","less than secondary","group5","group7",123.5,"1","0","0","1","0","1",19,"0",9.4,-0.8,-3.12,"0"
"single","traditional","3","1","secondary",141,"less than secondary","less than secondary","group9","group7",125.6,"1","0","0","1","0","1",19,"0",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",129,"less than secondary","less than secondary","group6","group6",118.5,"1","0","0","1","0","0",18,"0",7.6,2.6,0.32,"0"
"single","traditional","2","1","secondary",140,"less than secondary","less than secondary","group9","group9",129.5,"1","0","0","1","0","0",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",137,"less than secondary","less than secondary","group5","group5",134.6,"1","0","0","1","0","1",19,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","secondary",140,"bachelors or higher","bachelors or higher","group2","group6",140,"0","0","0","1","0","0",22,"0",13.9,-0.3,0.79,"0"
